"","person","tot","time","role","dialogue"
"298","ROMNEY","57.1","time 1","candidate","No."
"299","ROMNEY","57.2","time 1","candidate","I I have to respond to that."
"300","LEHRER","58.1","time 1","moderator","No, but|"
"301","ROMNEY","59.1","time 1","candidate","Which is which is my experience as a governor is if I come in and and lay down a piece of legislation and say, It's my way or the highway, I don't get a lot done."
"302","ROMNEY","59.2","time 1","candidate","What I do is the same way that Tip O'Neill and Ronald Reagan worked together some years ago."
"303","ROMNEY","59.3","time 1","candidate","When Ronald Reagan ran for office, he laid out the principles that he was going to foster."
"304","ROMNEY","59.4","time 1","candidate","He said he was going to lower tax rates."
"305","ROMNEY","59.5","time 1","candidate","He said he was going to broaden the base."
"306","ROMNEY","59.6","time 1","candidate","You've said the same thing, you're going to simplify the tax code, broaden the base."
"307","ROMNEY","59.7","time 1","candidate","Those are my principles."
"308","ROMNEY","59.8","time 1","candidate","I want to bring down the tax burden on middle income families."
"309","ROMNEY","59.9","time 1","candidate","And I'm going to work together with Congress to say, OK, what what are the various ways we could bring down deductions, for instance?"
"310","ROMNEY","59.10","time 1","candidate","One way, for instance, would be to have a single number."
"311","ROMNEY","59.11","time 1","candidate","Make up a number, dollar twenty five thousand, dollar fifty thousand."
"312","ROMNEY","59.12","time 1","candidate","Anybody can have deductions up to that amount."
"313","ROMNEY","59.13","time 1","candidate","And then that number disappears for high income people."
"314","ROMNEY","59.14","time 1","candidate","That's one way one could do it."
"315","ROMNEY","59.15","time 1","candidate","One could follow Bowles Simpson as a model and take deduction by deduction and make differences that way."
"316","ROMNEY","59.16","time 1","candidate","There are alternatives to accomplish the objective I have, which is to bring down rates, broaden the base, simplify the code, and create incentives for growth."
"317","ROMNEY","59.17","time 1","candidate","And with regards to health care, you had remarkable details with regards to my pre existing condition plan."
"318","ROMNEY","59.18","time 1","candidate","You obviously studied up on on my plan."
"319","ROMNEY","59.19","time 1","candidate","In fact, I do have a plan that deals with people with pre existing conditions."
"320","ROMNEY","59.20","time 1","candidate","That's part of my health care plan."
"321","ROMNEY","59.21","time 1","candidate","And what we did in Massachusetts is a model for the nation state by state."
"322","ROMNEY","59.22","time 1","candidate","And I said that at that time."
"323","ROMNEY","59.23","time 1","candidate","The federal government taking over health care for the entire nation and whisking aside the tenth Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy."
"324","LEHRER","60.1","time 1","moderator","That is a terrific segue to our next segment, and is the role of government."
"325","LEHRER","60.2","time 1","moderator","And and let's see."
"326","LEHRER","60.3","time 1","moderator","Role of government."
"327","LEHRER","60.4","time 1","moderator","And it is you are first on this, Mister President."
"328","LEHRER","60.5","time 1","moderator","And the question is this."
"329","LEHRER","60.6","time 1","moderator","Do you believe, both of you but you had the first two minutes on this, Mister President do you believe there's a fundamental difference between the two of you as to how you view the mission of the federal government?"
"330","OBAMA","61.1","time 1","candidate","Well, I definitely think there are differences."
"331","LEHRER","62.1","time 1","moderator","And do you yeah."
"332","OBAMA","63.1","time 1","candidate","The first role of the federal government is to keep the American people safe."
"333","OBAMA","63.2","time 1","candidate","That's its most basic function."
"334","OBAMA","63.3","time 1","candidate","And as commander in chief, that is something that I've worked on and thought about every single day that I've been in the Oval Office."
"335","OBAMA","63.4","time 1","candidate","But I also believe that government has the capacity, the federal government has the capacity to help open up opportunity and create ladders of opportunity and to create frameworks where the American people can succeed."
"336","OBAMA","63.5","time 1","candidate","Look, the genius of America is the free enterprise system and freedom and the fact that people can go out there and start a business, work on an idea, make their own decisions."
"337","OBAMA","63.6","time 1","candidate","But as Abraham Lincoln understood, there are also some things we do better together."
"338","OBAMA","63.7","time 1","candidate","So, in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental Railroad, let's start the National Academy of Sciences, let's start land grant colleges, because we want to give these gateways of opportunity for all Americans, because if all Americans are getting opportunity, we're all going to be better off."
"339","OBAMA","63.8","time 1","candidate","That doesn't restrict people's freedom."
"340","OBAMA","63.9","time 1","candidate","That enhances it."
"341","OBAMA","63.10","time 1","candidate","And so what I've tried to do as president is to apply those same principles."
"342","OBAMA","63.11","time 1","candidate","And when it comes to education what I've said is we've got to reform schools that are not working."
"343","OBAMA","63.12","time 1","candidate","We use something called Race to the Top."
"344","OBAMA","63.13","time 1","candidate","Wasn't a top down approach, Governor."
"345","OBAMA","63.14","time 1","candidate","What we've said is to states, we'll give you more money if you initiate refor Miss And as a consequence, you had forty six states around the country who have made a real difference."
"346","OBAMA","63.15","time 1","candidate","But what I've also said is let's hire another one hundred thousand math and science teachers to make sure we maintain our technological lead and our people are skilled and able to succeed."
"347","OBAMA","63.16","time 1","candidate","And hard pressed states right now can't all do that."
"348","OBAMA","63.17","time 1","candidate","In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers."
"349","OBAMA","63.18","time 1","candidate","I do, because I think that that is the kind of investment where the federal government can help."
"350","OBAMA","63.19","time 1","candidate","It can't do it all, but it can make a difference."
"351","OBAMA","63.20","time 1","candidate","And as a consequence we'll have a better trained workforce and that will create jobs because companies want to locate in places where we've got a skilled workforce."
