topic_str,post,label,seen?,new_id,ori_topic,pred_label
spending bipartisan obamacare,The president's reelected you'll see dramatic cuts to our military.,2,0,1352,spending bipartisan obamacare,0
obama president congressman,The secretary of defense has said these would be even devastating.,2,0,1353,obama president congressman,0
syria war obama,I will not cut our commitment to our military.,2,0,1354,syria war obama,0
jobs economy job,I will keep America strong and get America's middle class working again.,2,0,1355,jobs economy job,1
congrats congratulations honored,"Thank you, Jim.",2,0,1356,congrats congratulations honored,1
congrats congratulations honored,"Thank you, Jeremy.",2,0,1357,congrats congratulations honored,1
meeting meet county,"I appreciate your your question, and thank you for being here this evening and to all of those from Nassau County that have come, thank you for your time.",2,0,1358,meeting meet county,1
meeting meet met,Thank you to Hofstra University and to Candy Crowley for organizing and leading this this event.,2,0,1359,meeting meet met,1
obama president congressman,"Thank you, Mister President, also for being part of this this debate.",2,0,1360,obama president congressman,1
education students school,Your question your question is one that's being asked by college kids all over this country.,2,0,1361,education students school,1
meeting meet met,"I was in Pennsylvania with someone who had just graduated this was in Philadelphia and she said, I've got my degree.",2,0,1362,meeting meet met,1
jobs economy job,I can't find a job.,2,0,1363,jobs economy job,0
jobs economy job,I've got three part time jobs.,2,0,1364,jobs economy job,1
workers obamacare jobs,They're just barely enough to pay for my food and pay for an apartment.,2,0,1365,workers obamacare jobs,2
education students school,I can't begin to pay back my student loans.,2,0,1366,education students school,0
president obama legislation,So what we have to do is two things.,2,0,1367,president obama legislation,1
education students school,We have to make sure that we make it easier for kids to afford college.,2,0,1368,education students school,1
education students school,"And also make sure that when they get out of college, there's a job.",2,0,1369,education students school,1
education students school,"When I was governor of Massachusetts, to get a high school degree, you had to pass an exam.",2,0,1370,education students school,1
education students school,"If you graduated in the top quarter of your airlines, we gave you a John and Abigail Adams scholarship, four years tuition free in the college of your choice in Massachusetts, it's a public institution.",2,0,1371,education students school,1
education students school,I want to make sure we keep our Pell grant program growing.,2,0,1372,education students school,1
education students school,"We're also going to have our loan program, so that people are able to afford school.",2,0,1373,education students school,1
education students school,But the key thing is to make sure you can get a job when you get out of school.,2,0,1374,education students school,1
president obama legislation,"And what's happened over the last four years has been very, very hard for America's young people.",2,0,1375,president obama legislation,0
jobs economy job,I want you to be able to get a job.,2,0,1376,jobs economy job,1
jobs economy job,I know what it takes to get this economy going.,2,0,1377,jobs economy job,1
jobs economy job,"With half of college kids graduating this year without a college excuse me, without a job.",2,0,1378,jobs economy job,0
jobs economy job,"And without a college level job, that's just unacceptable.",2,0,1379,jobs economy job,0
spending bipartisan obamacare,And likewise you've got more and more debt on your back.,2,0,1380,spending bipartisan obamacare,0
jobs economy job,So more debt and less jobs.,2,0,1381,jobs economy job,1
sen pass agree,I'm going to change that.,2,0,1382,sen pass agree,1
jobs economy job,I know what it takes to create good jobs again.,2,0,1383,jobs economy job,1
congressional congratulations congrats,I know what it takes to make sure that you have the kind of opportunity you deserve.,2,0,1384,congressional congratulations congrats,1
jobs economy job,"And kids across this country are going to recognize, we're bringing back an economy.",2,0,1385,jobs economy job,1
president obama legislation,It's not going to be like the last four years.,2,0,1386,president obama legislation,0
jobs economy job,"The middle class has been crushed over the last four years, and jobs have been too scarce.",2,0,1387,jobs economy job,0
education students school,"I know what it takes to bring them back, and I'm going to do that, and make sure that when you graduate when do you graduate?",2,0,1388,education students school,1
sen pass agree,two thousand fourteen.,2,0,1389,sen pass agree,1
vote voted republicans,"When you come out in two thousand fourteen, I presume I'm going to be president.",2,0,1390,vote voted republicans,1
jobs economy job,I'm going to make sure you get a job.,2,0,1391,jobs economy job,1
sen pass agree,Thanks Jeremy.,2,0,1392,sen pass agree,1
sen pass agree,"Yeah, you bet.",2,0,1393,sen pass agree,1
jobs economy job,Well what you're seeing in this country is twenty three million people struggling to find a job.,2,0,1394,jobs economy job,0
jobs economy job,"And a lot of them, as you say, Candy, have been out of work for a long, long, long time.",2,0,1395,jobs economy job,1
